4000.Invoice/Item Number,Sum(4000.Sale (Dollars)),,Sum(4000.State Bottle Cost),Sum(4000.State Bottle Retail),CountNonNull(4000.Category Name),CountNonNull(4000.County)
S25593300030,23.92,NaN,1.99,2.99,1,1
S06629100026,23.88,NaN,7.96,11.94,1,1
S09792600025,23.88,NaN,7.96,11.94,1,1
S10746900077,23.88,NaN,7.96,11.94,1,1
S10976600007,23.88,NaN,7.96,11.94,1,1
S18157800116,23.82,NaN,7.94,11.91,1,1
S10182700142,23.8,NaN,7.93,11.9,1,1
S19631000017,23.76,NaN,7.92,11.88,1,1
S29110900025,23.76,NaN,7.92,11.88,1,1
S14921300102,23.74,NaN,7.75,11.87,1,1
S17905300124,23.74,NaN,15.83,23.74,1,1
S08794900100,23.67,NaN,5.26,7.89,1,1
S06952300113,23.64,NaN,7.88,11.82,1,1
S15513300124,23.64,NaN,3.94,5.91,1,1
S22524200055,23.64,NaN,7.88,11.82,1,1
S04444000013,23.61,NaN,15.74,23.61,1,1
S13324700008,23.61,NaN,15.74,23.61,1,1
S17399500219,23.61,NaN,5.25,7.87,1,1
S12890700039,23.56,NaN,7.85,11.78,1,1
S19231400013,23.52,NaN,7.84,11.76,1,1
S12190600027,23.4,NaN,1.56,2.34,1,1
S25872900038,23.26,NaN,7.75,11.63,1,1
S16114200121,23.25,NaN,5.17,7.75,1,1
S17169000070,23.19,NaN,15.46,23.19,1,1
S11376100050,23.13,NaN,15.42,23.13,1,1
S03411000130,23.12,NaN,7.59,11.56,1,1
S05954500075,23.12,NaN,7.59,11.56,1,1
S12012800024,23.12,NaN,1.93,2.89,1,1
S18871700143,23.1,NaN,7.7,11.55,1,1
S21144800019,23.08,NaN,7.69,11.54,1,1
S03432300051,23.06,NaN,7.69,11.53,1,1
S07929800099,23.06,NaN,7.69,11.53,1,1
S16604600090,23,NaN,7.67,11.5,1,1
S20031900017,23,NaN,3.07,4.6,1,1
S09278800027,22.98,NaN,7.33,11.49,1,1
S04672300051,22.92,NaN,5.09,7.64,1,1
S07445100057,22.87,NaN,15.25,22.87,1,1
S11836400045,22.86,NaN,7.62,11.43,1,1
S15786500027,22.86,NaN,7.62,11.43,1,1
S19609100072,22.86,NaN,7.62,11.43,1,1
S25928400017,22.86,NaN,7.62,11.43,1,1
S11187900040,22.84,NaN,15.22,22.84,1,1
S21672000038,22.8,NaN,1.9,2.85,1,1
S06291300067,22.74,NaN,7.58,11.37,1,1
S25525700025,22.68,NaN,4.87,7.56,1,1
S27717800053,22.68,NaN,3.78,5.67,1,1
S28666000011,22.68,NaN,4.87,7.56,1,1
S18267400020,22.62,NaN,7.54,11.31,1,1
S09409900025,22.6,NaN,7.53,11.3,1,1
S09835700013,22.6,NaN,7.53,11.3,1,1
S12398500019,22.6,NaN,7.53,11.3,1,1
S05466400032,22.5,NaN,7.5,11.25,1,1
S11006300026,22.5,NaN,7.5,11.25,1,1
S11352100018,22.5,NaN,2.5,3.75,1,1
S19407500054,22.5,NaN,5,7.5,1,1
S20434700163,22.5,NaN,5,7.5,1,1
S21785600153,22.5,NaN,7.5,11.25,1,1
S28464800025,22.5,NaN,3,4.5,1,1
S28784500116,22.5,NaN,3,4.5,1,1
S07834000044,22.49,NaN,15,22.49,1,1
S09465700020,22.49,NaN,15,22.49,1,1
S18706200097,22.49,NaN,15,22.49,1,1
S08784900140,22.48,NaN,7.5,11.24,1,1
S09676500106,22.48,NaN,6.87,11.24,1,1
S11678500062,22.48,NaN,7.5,11.24,1,1
S19500900014,22.48,NaN,7.5,11.24,1,1
S23808800068,22.48,NaN,7.49,11.24,1,1
S25292500025,22.48,NaN,7.49,11.24,1,1
S29290600021,22.48,NaN,7.49,11.24,1,1
S03754100094,22.47,NaN,14.98,22.47,1,1
S14109000021,22.45,NaN,2.99,4.49,1,1
S22253800036,22.42,NaN,7.47,11.21,1,1
S26776400040,22.42,NaN,7.47,11.21,1,1
S27358800127,22.42,NaN,7.47,11.21,1,1
S27846700017,22.42,NaN,7.47,11.21,1,1
S14496800094,22.4,NaN,7.47,11.2,1,1
S19594600010,22.4,NaN,7.47,11.2,1,1
S11796500031,22.38,NaN,7.21,11.19,1,1
S13512500014,22.32,NaN,4.96,7.44,1,1
S19865800069,22.3,NaN,7.43,11.15,1,1
S18747600011,22.28,NaN,3.71,5.57,1,1
S14425500131,22.23,NaN,4.94,7.41,1,1
S05810500005,22.22,NaN,7.41,11.11,1,1
S05633500217,22.16,NaN,3.69,5.54,1,1
S22981100026,22.13,NaN,14.75,22.13,1,1
S24601000041,22.13,NaN,14.75,22.13,1,1
S11619100017,22.08,NaN,7.36,11.04,1,1
S06495000016,22.04,NaN,7.35,11.02,1,1
S11785400014,21.99,NaN,14.66,21.99,1,1
S04570000029,21.82,NaN,7.27,10.91,1,1
S15203800087,21.82,NaN,6.94,10.91,1,1
S09472500074,21.81,NaN,4.63,7.27,1,1
S09468900054,21.8,NaN,6.93,10.9,1,1
S21523100020,21.8,NaN,14.53,21.8,1,1
S17037100065,21.78,NaN,4.84,7.26,1,1
S19609200013,21.78,NaN,4.84,7.26,1,1
S19238100140,21.76,NaN,7.25,10.88,1,1
S26321100067,21.76,NaN,7.25,10.88,1,1
S04572600041,21.74,NaN,14.5,21.74,1,1
S05702000043,21.74,NaN,14.5,21.74,1,1
S18451600059,21.74,NaN,14.49,21.74,1,1
S23969500006,21.6,NaN,1.2,1.8,1,1
S22285000036,21.57,NaN,14.38,21.57,1,1
S20147600044,21.52,NaN,7.17,10.76,1,1
S06841800014,21.45,NaN,4.77,7.15,1,1
S08555200061,21.45,NaN,4.6,7.15,1,1
S03605300110,21.4,NaN,7.14,10.7,1,1
S03859100006,21.4,NaN,2.85,4.28,1,1
S22064600047,21.4,NaN,7.13,10.7,1,1
S09513700012,21.39,NaN,4.75,7.13,1,1
S27313200008,21.39,NaN,4.75,7.13,1,1
S19573200032,21.34,NaN,7.11,10.67,1,1
S16562500298,21.32,NaN,3.55,5.33,1,1
S06459500039,21.3,NaN,7.1,10.65,1,1
S23793800186,21.26,NaN,14.17,21.26,1,1
S05267900004,21.24,NaN,7.08,10.62,1,1
S15360400046,21.24,NaN,7.08,10.62,1,1
S26035400014,21.24,NaN,4.72,7.08,1,1
S28651800112,21.24,NaN,7.08,10.62,1,1
S15183400047,21.15,NaN,4.7,7.05,1,1
S04796300032,21.09,NaN,4.69,7.03,1,1
S24574100022,21,NaN,7,10.5,1,1
S25083700005,21,NaN,7,10.5,1,1
S26794100005,21,NaN,3.5,5.25,1,1
S27405300106,21,NaN,7,10.5,1,1
S12247100005,20.99,NaN,14,20.99,1,1
S16632000136,20.99,NaN,14,20.99,1,1
S08406800077,20.98,NaN,6.99,10.49,1,1
S12219000102,20.98,NaN,7,10.49,1,1
S18206600111,20.98,NaN,7,10.49,1,1
S20988700168,20.94,NaN,4.65,6.98,1,1
S05992900017,20.92,NaN,3.48,5.23,1,1
S09541300107,20.91,NaN,4.65,6.97,1,1
S27142200057,20.82,NaN,6.94,10.41,1,1
S16984200019,20.79,NaN,13.86,20.79,1,1
S04178400038,20.76,NaN,6.92,10.38,1,1
S04692900036,20.76,NaN,6.92,10.38,1,1
S15064800142,20.76,NaN,6.92,10.38,1,1
S22850800012,20.76,NaN,3.46,5.19,1,1
S23819700011,20.76,NaN,6.92,10.38,1,1
S12193500087,20.7,NaN,6.9,10.35,1,1
S12435200053,20.7,NaN,6.9,10.35,1,1
S13871300012,20.7,NaN,6.9,10.35,1,1
S15831300135,20.7,NaN,6.9,10.35,1,1
S25675300075,20.7,NaN,6.9,10.35,1,1
S27068200185,20.7,NaN,6.9,10.35,1,1
S28482000022,20.7,NaN,6.9,10.35,1,1
S16937000033,20.56,NaN,6.52,10.28,1,1
S26104700059,20.5,NaN,6.83,10.25,1,1
S27514400080,20.5,NaN,6.83,10.25,1,1
S27837600119,20.5,NaN,6.83,10.25,1,1
S12375900081,20.48,NaN,6.83,10.24,1,1
S13358700010,20.48,NaN,6.83,10.24,1,1
S16719600023,20.46,NaN,13.64,20.46,1,1
S26923700089,20.46,NaN,13.64,20.46,1,1
S05614600017,20.43,NaN,4.54,6.81,1,1
S12690600193,20.4,NaN,1.13,1.7,1,1
S14394100096,20.4,NaN,4.54,6.8,1,1
S20272100130,20.4,NaN,6.8,10.2,1,1
S21404900014,20.4,NaN,6.8,10.2,1,1
S07082800039,20.36,NaN,3.39,5.09,1,1
S23179000080,20.32,NaN,6.77,10.16,1,1
S25056800018,20.32,NaN,6.77,10.16,1,1
S08309600029,20.31,NaN,13.54,20.31,1,1
S13496400021,20.26,NaN,6.75,10.13,1,1
S23204200129,20.26,NaN,6.75,10.13,1,1
S09377500017,20.25,NaN,4.5,6.75,1,
S12895900058,20.25,NaN,4.5,6.75,1,1
S16790600028,20.25,NaN,13.5,20.25,1,1
S19207200150,20.25,NaN,4.5,6.75,1,1
S29216400013,20.25,NaN,4.5,6.75,1,1
S11399200028,20.24,NaN,6.75,10.12,1,1
S04412300032,20.22,NaN,4.5,6.74,1,1
S06461800052,20.22,NaN,4.5,6.74,1,1
S07012100043,20.22,NaN,4.5,6.74,1,1
S12102200012,20.22,NaN,4.5,6.74,1,1
S23302300091,20.22,NaN,6.74,10.11,1,1
S23054600111,20.07,NaN,4.46,6.69,1,1
S28328400004,20.04,NaN,3.34,5.01,1,1
S08444800084,20.03,NaN,13.36,20.03,1,1
S05517000037,19.99,NaN,13.33,19.99,1,1
S28202200199,19.98,NaN,6.66,9.99,1,1
S22269000119,19.9,NaN,6.63,9.95,1,1
S25218700012,19.9,NaN,6.63,9.95,1,1
S12283100019,19.88,NaN,6.63,9.94,1,1
S21287400019,19.88,NaN,3.31,4.97,1,1
S27231100033,19.88,NaN,3.31,4.97,1,1
S12354800074,19.86,NaN,6.62,9.93,1,1
S06563600045,19.84,NaN,3.31,4.96,1,1
S05162300151,19.8,NaN,6.6,9.9,1,1
S08477900017,19.8,NaN,6.6,9.9,1,1
S10972500009,19.8,NaN,6.6,9.9,1,1
S06781200117,19.67,NaN,13.11,19.67,1,1
S10202900009,19.67,NaN,13.11,19.67,1,1
S15833000007,19.66,NaN,6.55,9.83,1,1
S05005500068,19.65,NaN,13.1,19.65,1,1
S15328800031,19.6,NaN,6.53,9.8,1,1
S25995500027,19.6,NaN,6.53,9.8,1,1
S09653500041,19.58,NaN,6.52,9.79,1,1
S25751000025,19.53,NaN,4.34,6.51,1,1
S26775800018,19.53,NaN,4.34,6.51,1,1
S22563300032,19.52,NaN,13.01,19.52,1,1
S04811700034,19.51,NaN,13.01,19.51,1,1
S17062500058,19.5,NaN,6.5,9.75,1,1
S18878400073,19.5,NaN,13,19.5,1,1
S21342300094,19.5,NaN,6.5,9.75,1,1
S24623100120,19.5,NaN,13,19.5,1,1
S27098900022,19.5,NaN,6.5,9.75,1,1
S28222600026,19.5,NaN,6.5,9.75,1,1
S15711600031,19.49,NaN,13,19.49,1,1
S13141100013,19.48,NaN,6.5,9.74,1,1
S14633400014,19.48,NaN,6.49,9.74,1,1
S16132800101,19.48,NaN,6.5,9.74,1,1
S17507800159,19.48,NaN,6.25,9.74,1,1
S17873900019,19.48,NaN,6.5,9.74,1,1
S19025400094,19.48,NaN,6.5,9.74,1,1
S19214400027,19.48,NaN,6.49,9.74,1,1
S28161000026,19.48,NaN,6.49,9.74,1,1
S23441200013,19.41,NaN,4.31,6.47,1,1
S20883200009,19.32,NaN,3.22,4.83,1,1
S11608600044,19.24,NaN,6.42,9.62,1,1
S13332100072,19.24,NaN,12.83,19.24,1,1
S06977500012,19.2,NaN,6.4,9.6,1,1
S29050300001,19.2,NaN,6.4,9.6,,1
S29050800001,19.2,NaN,6.4,9.6,,1
S29050900001,19.2,NaN,6.4,9.6,,1
S20686600039,19.14,NaN,6.38,9.57,1,1
S24131600044,19.14,NaN,6.38,9.57,1,1
S28280900038,19.14,NaN,4.25,6.38,1,1
S16813800019,19.13,NaN,12.75,19.13,1,1
S12208700022,19.12,NaN,6.38,9.56,1,1
S13888600031,19.1,NaN,6.28,9.55,1,1
S05435900072,19.06,NaN,6.35,9.53,1,1
S24955200079,19,NaN,6.25,9.5,1,1
S25023600053,19,NaN,6.25,9.5,1,1
S05128400030,18.98,NaN,6.25,9.49,1,1
S11798600071,18.98,NaN,6.25,9.49,1,1
S15061100022,18.98,NaN,6.25,9.49,1,1
S16050300037,18.98,NaN,6.25,9.49,1,1
S24905700013,18.92,NaN,3.15,4.73,1,1
S26841700070,18.92,NaN,3.15,4.73,1,1
S03467900080,18.9,NaN,6.3,9.45,1,1
S05571900033,18.9,NaN,6.3,9.45,1,1
S08821900027,18.9,NaN,6.3,9.45,1,1
S15897300012,18.9,NaN,6.3,9.45,1,1
S17753400058,18.9,NaN,6.3,9.45,1,1
S19237000040,18.9,NaN,6.3,9.45,1,1
S22654500047,18.9,NaN,6.3,9.45,1,1
S26299700151,18.9,NaN,6.3,9.45,1,1
S28016900028,18.9,NaN,6.3,9.45,1,1
S16355500026,18.88,NaN,6.29,9.44,1,1
S23021500010,18.85,NaN,2.51,3.77,1,1
S25411500016,18.81,NaN,12.54,18.81,1,1
S16534000021,18.8,NaN,6.27,9.4,1,1
S23285400149,18.75,NaN,12.5,18.75,1,1
S24087600020,18.75,NaN,12.5,18.75,1,1
S08712500025,18.74,NaN,12.5,18.74,1,1
S14950600062,18.74,NaN,12.5,18.74,1,1
S03857500037,18.72,NaN,4.16,6.24,1,1
S16253900023,18.66,NaN,12.44,18.66,1,1
S17876900059,18.66,NaN,2.07,3.11,1,1
S26676000189,18.66,NaN,12.44,18.66,1,1
S29192700066,18.66,NaN,12.44,18.66,1,1
S16476300138,18.57,NaN,4.13,6.19,1,1
S10457200028,18.54,NaN,2.06,3.09,1,1
S13099800016,18.54,NaN,2.06,3.09,1,1
S13553300020,18.46,NaN,6.15,9.23,1,1
S10716100044,18.45,NaN,4.1,6.15,1,1
S26712400105,18.44,NaN,3.07,4.61,1,1
S11073000022,18.42,NaN,2.05,3.07,1,1
S08983500068,18.36,NaN,3.06,4.59,1,1
S20226000015,18.12,NaN,2.01,3.02,1,1
S22646100043,18.08,NaN,12.05,18.08,1,1
S10368600010,18,NaN,3.83,6,1,1
S12120700023,18,NaN,4,6,1,1
S17282600085,18,NaN,12,18,1,1
S20767400023,18,NaN,4,6,1,1
S29173200031,18,NaN,4,6,1,1
S19589700048,17.99,NaN,12,17.99,1,1
S26135400026,17.99,NaN,11.99,17.99,1,1
S26921100070,17.99,NaN,11.99,17.99,1,1
S10943200030,17.98,NaN,5.99,8.99,1,1
S10818500020,17.96,NaN,2.99,4.49,1,1
S18008200019,17.94,NaN,1.99,2.99,1,1
S19577800079,17.94,NaN,2,2.99,1,1
S27795500020,17.94,NaN,1.99,2.99,1,1
S16253600044,17.88,NaN,1.99,2.98,1,1
S26793300054,17.82,NaN,11.88,17.82,1,1
S05761800218,17.76,NaN,1.98,2.96,1,1
S21082800014,17.76,NaN,5.92,8.88,1,1
S04967100017,17.74,NaN,10.5,17.74,1,1
S05010700134,17.74,NaN,10.5,17.74,1,1
S07094700061,17.74,NaN,5.91,8.87,1,1
S20035900017,17.74,NaN,11.83,17.74,1,1
S06428200065,17.7,NaN,5.9,8.85,1,1
S08982800159,17.7,NaN,11.8,17.7,1,1
S22124700016,17.7,NaN,11.8,17.7,1,1
S14591100023,17.62,NaN,5.87,8.81,1,1
S19549100017,17.62,NaN,5.87,8.81,1,1
S06442400158,17.6,NaN,2.93,4.4,1,1
S28866900001,17.43,NaN,11.62,17.43,1,1
S28867200001,17.43,NaN,11.62,17.43,1,1
S27773500093,17.4,NaN,2.9,4.35,1,1
S09839100075,17.34,NaN,1.93,2.89,1,1
S24591100033,17.34,NaN,5.78,8.67,1,1
S26652600094,17.34,NaN,5.78,8.67,1,1
S28356400069,17.34,NaN,5.78,8.67,1,1
S11145800047,17.32,NaN,11.55,17.32,1,1
S13145600027,17.32,NaN,5.77,8.66,1,1
S04213900103,17.31,NaN,3.85,5.77,1,1
S06825700031,17.31,NaN,11.54,17.31,1,1
S11312300024,17.31,NaN,11.54,17.31,1,1
S06688800122,17.25,NaN,11.5,17.25,1,1
S11659300192,17.25,NaN,11.5,17.25,1,1
S04785200022,17.24,NaN,11.49,17.24,1,1
S06988900022,17.24,NaN,11.5,17.24,1,1
S25708200032,17.24,NaN,11.49,17.24,1,1
S12140900019,17.16,NaN,11.44,17.16,1,1
S14741500044,17.16,NaN,5.72,8.58,1,1
S16407700020,17.16,NaN,5.72,8.58,1,1
S26835800017,17.1,NaN,2.28,3.42,1,1
S13480400070,17.08,NaN,5.69,8.54,1,1
S14739200020,17,NaN,2.84,4.25,1,1
S08260400016,16.94,NaN,11.3,16.94,1,1
S19635000076,16.9,NaN,5.3,8.45,1,1
S07392600037,16.8,NaN,1.87,2.8,1,1
S06441700180,16.77,NaN,3.73,5.59,1,1
S11310600023,16.77,NaN,3.73,5.59,1,1
S25048900023,16.73,NaN,11.15,16.73,1,1
S18533400056,16.71,NaN,3.71,5.57,1,1
S21495000003,16.71,NaN,3.71,5.57,1,1
S24906300017,16.71,NaN,3.71,5.57,1,1
S19274300014,16.62,NaN,5.54,8.31,1,1
S08426400013,16.53,NaN,11.02,16.53,1,1
S28097300011,16.53,NaN,3.67,5.51,1,1
S11419300105,16.52,NaN,5.51,8.26,1,1
S06994700069,16.5,NaN,5.5,8.25,1,1
S10449900023,16.5,NaN,3.67,5.5,1,1
S11981900086,16.5,NaN,11,16.5,1,1
S14951700037,16.5,NaN,5.5,8.25,1,1
S20265000170,16.5,NaN,11,16.5,1,1
S22342100026,16.5,NaN,5.5,8.25,1,1
S23375100057,16.5,NaN,5.5,8.25,1,1
S25773200095,16.5,NaN,11,16.5,1,1
S26405400116,16.5,NaN,11,16.5,1,1
S11287300073,16.49,NaN,11,16.49,1,1
S27702600135,16.44,NaN,5.48,8.22,1,1
S28669300019,16.44,NaN,5.48,8.22,1,1
S09044700157,16.42,NaN,5.47,8.21,1,1
S12714100030,16.42,NaN,5.47,8.21,1,1
S28840400021,16.27,NaN,10.68,16.27,1,1
S09019600091,16.26,NaN,10.68,16.26,1,1
S10191800025,16.12,NaN,5.38,8.06,1,1
S19673200028,16.12,NaN,5.38,8.06,1,1
S26070700131,16.12,NaN,5.37,8.06,1,1
S06422000097,16.1,NaN,1.53,2.3,1,1
S06492900201,16.08,NaN,1.79,2.68,1,1
S07821500044,16.08,NaN,1.79,2.68,1,1
S04629600028,16,NaN,5,8,1,1
S23989000074,16,NaN,2.13,3.2,1,1
S26114700034,15.99,NaN,10.66,15.99,1,1
S28742300017,15.99,NaN,10.66,15.99,1,1
S28551200038,15.81,NaN,3.51,5.27,1,1
S14050700127,15.78,NaN,3.5,5.26,1,1
S15364700018,15.78,NaN,3.5,5.26,1,1
S04528400004,15.75,NaN,10.5,15.75,1,1
S10748700043,15.75,NaN,3.5,5.25,1,1
S12650600029,15.75,NaN,10.5,15.75,1,1
S20775200069,15.75,NaN,3.5,5.25,1,1
S20795500062,15.75,NaN,10.5,15.75,1,1
S26712800046,15.75,NaN,10.5,15.75,1,1
S05635900005,15.74,NaN,10.49,15.74,1,1
S19136900089,15.74,NaN,5.25,7.87,1,1
S22877600060,15.74,NaN,10.49,15.74,1,1
S29244500018,15.74,NaN,10.49,15.74,1,1
S10106700082,15.72,NaN,3.5,5.24,1,1
S06837800013,15.69,NaN,3.48,5.23,1,1
S05283300050,15.64,NaN,5.21,7.82,1,1
S09227500033,15.6,NaN,1.74,2.6,1,1
S19542700128,15.54,NaN,3.45,5.18,1,1
S04584700017,15.52,NaN,9.68,15.52,1,1
S07671500055,15.45,NaN,2.06,3.09,1,1
S17411600029,15.39,NaN,3.42,5.13,1,1
S04763600029,15.35,NaN,10.24,15.35,1,1
S17528200017,15.18,NaN,3.37,5.06,1,1
S16840500065,15.12,NaN,10.08,15.12,1,1
S18511600009,15.1,NaN,4.87,7.55,1,1
S08771900012,15.09,NaN,3.35,5.03,1,1
S17358700112,15.03,NaN,3.34,5.01,1,1
S22673000032,15.03,NaN,3.34,5.01,1,1
S08781000033,15,NaN,3.33,5,1,1
S09768000076,15,NaN,5,7.5,1,1
S17981500035,15,NaN,10,15,1,1
S19994200121,15,NaN,10,15,1,1
S21167900249,15,NaN,10,15,1,1
S25330900026,15,NaN,10,15,1,1
S27467700087,15,NaN,10,15,1,1
S03463600018,14.99,NaN,10,14.99,1,1
S03914200053,14.99,NaN,10,14.99,1,1
S09391500015,14.99,NaN,10,14.99,1,1
S11824500119,14.99,NaN,9.99,14.99,1,1
S07748900060,14.98,NaN,5,7.49,1,1
S09745300080,14.98,NaN,4.99,7.49,1,1
S13270500017,14.97,NaN,3.33,4.99,1,1
S09303300020,14.96,NaN,9.97,14.96,1,1
S21966800059,14.94,NaN,9.96,14.94,1,1
S26775700020,14.93,NaN,9.7,14.93,1,1
S09642600070,14.88,NaN,4.96,7.44,1,1
S14464200006,14.88,NaN,4.96,7.44,1,1
S15322300091,14.88,NaN,4.96,7.44,1,1
S15777000012,14.88,NaN,4.96,7.44,1,1
S18451500117,14.88,NaN,4.96,7.44,1,1
S11040100109,14.86,NaN,4.95,7.43,1,1
S16767900070,14.82,NaN,4.94,7.41,1,1
S21308300090,14.82,NaN,4.94,7.41,1,1
S24907500031,14.82,NaN,9.88,14.82,1,1
S05245400040,14.8,NaN,4.93,7.4,1,1
S15025200132,14.79,NaN,9.2,14.79,1,1
S15607300030,14.68,NaN,4.89,7.34,1,1
S17730200112,14.68,NaN,4.89,7.34,1,1
S22655000091,14.68,NaN,4.89,7.34,1,1
S04052200043,14.56,NaN,9.71,14.56,1,1
S18456400024,14.56,NaN,9.71,14.56,1,1
S04970900022,14.5,NaN,4.83,7.25,1,1
S25965400031,14.48,NaN,9.65,14.48,1,1
S14861000018,14.47,NaN,9.65,14.47,1,1
S16360200033,14.45,NaN,1.93,2.89,1,1
S24655300024,14.4,NaN,4.8,7.2,1,1
S25554300113,14.4,NaN,1.2,1.8,1,1
S27724500054,14.4,NaN,4.8,7.2,1,1
S14265400233,14.38,NaN,4.79,7.19,1,1
S10365300053,14.37,NaN,3.19,4.79,1,1
S04083100023,14.24,NaN,9.49,14.24,1,1
S07226800028,14.24,NaN,9.49,14.24,1,1
S06894400063,14.22,NaN,4.74,7.11,1,1
S13773000009,14.22,NaN,4.74,7.11,1,1
S28354300035,14.19,NaN,3.15,4.73,1,1
S15894100073,14.16,NaN,4.72,7.08,1,1
S06497200010,14.14,NaN,9.43,14.14,1,1
S18601100031,14.14,NaN,4.71,7.07,1,1
S13390000035,14.1,NaN,4.7,7.05,1,1
S08502000007,14.04,NaN,1.56,2.34,1,1
S10776400083,14.04,NaN,9.36,14.04,1,1
S21638100197,14.04,NaN,1.56,2.34,1,1
S26446700040,14.04,NaN,1.56,2.34,1,1
S17114100014,14.01,NaN,9.34,14.01,1,1
S10164300205,13.98,NaN,4.66,6.99,1,1
S24502700028,13.88,NaN,9.25,13.88,1,1
S22667200025,13.86,NaN,4.62,6.93,1,1
S11344600025,13.85,NaN,9.23,13.85,1,1
S06089600012,13.8,NaN,3.07,4.6,1,1
S11100600010,13.8,NaN,3.07,4.6,1,1
S13459400039,13.77,NaN,3.06,4.59,1,1
S16588700084,13.68,NaN,1.52,2.28,1,1
S27953500014,13.66,NaN,4.55,6.83,1,1
S06053500140,13.64,NaN,9.1,13.64,1,1
S17665400158,13.62,NaN,4.54,6.81,1,1
S05027000062,13.6,NaN,9.07,13.6,1,1
S20896300179,13.59,NaN,9.06,13.59,1,1
S22996100112,13.56,NaN,2.26,3.39,1,1
S23763300009,13.5,NaN,1,1.5,1,1
S27173400021,13.5,NaN,9,13.5,1,1
S07463500049,13.47,NaN,3,4.49,1,1
S12481500094,13.47,NaN,3,4.49,1,1
S03657200036,13.4,NaN,4.47,6.7,1,1
S08810600019,13.36,NaN,4.45,6.68,1,1
S19947000016,13.32,NaN,2.96,4.44,1,1
S20298200089,13.31,NaN,8.87,13.31,1,1
S15261400038,13.12,NaN,8.75,13.12,1,1
S16095000123,13.08,NaN,8.72,13.08,1,1
S19038100017,13.05,NaN,2.9,4.35,1,1
S22866700020,13.02,NaN,4.34,6.51,1,1
S27005000052,13.02,NaN,4.34,6.51,1,1
S26605700058,13.01,NaN,8.67,13.01,1,1
S18213100011,13,NaN,4.33,6.5,1,1
S16602600081,12.95,NaN,8.63,12.95,1,1
S06298200017,12.94,NaN,8.62,12.94,1,1
S05369900028,12.9,NaN,4.3,6.45,1,1
S05345000085,12.88,NaN,4.29,6.44,1,1
S25316400059,12.8,NaN,2.13,3.2,1,1
S07199800058,12.79,NaN,8.52,12.79,1,1
S10948300147,12.75,NaN,8.5,12.75,1,1
S04110400031,12.74,NaN,8.5,12.74,1,1
S10817600066,12.74,NaN,8.5,12.74,1,1
S11460200054,12.5,NaN,4.17,6.25,1,1
S04652800212,12.49,NaN,8.33,12.49,1,1
S07095900062,12.48,NaN,8.32,12.48,1,1
S24600900064,12.44,NaN,2.07,3.11,1,1
S21182000031,12.38,NaN,8.25,12.38,1,1
S25583500043,12.38,NaN,8.25,12.38,1,1
S27476800093,12.38,NaN,8.25,12.38,1,1
S16198100011,12.37,NaN,8.25,12.37,1,1
S16972700068,12.37,NaN,8.25,12.37,1,1
S18352200025,12.37,NaN,8.25,12.37,1,1
S22965300009,12.32,NaN,2.05,3.08,1,1
S09166500043,12.28,NaN,2.05,3.07,1,1
S15558000010,12.28,NaN,2.05,3.07,1,1
S12323000107,12.26,NaN,4.08,6.13,1,1
S06692500028,12.18,NaN,4.06,6.09,1,1
S05010200136,12.09,NaN,8.06,12.09,1,1
S18541900027,12.08,NaN,2.01,3.02,1,1
S15154100026,12,NaN,8,12,1,1
S09423900016,11.88,NaN,7.92,11.88,1,1
S20012100052,11.88,NaN,7.92,11.88,1,1
S20998900019,11.88,NaN,7.92,11.88,1,1
S11281300013,11.84,NaN,3.95,5.92,1,1
S06710900049,11.81,NaN,7.87,11.81,1,1
S07910900033,11.81,NaN,7.87,11.81,1,1
S11338000042,11.81,NaN,7.87,11.81,1,1
S08859800095,11.8,NaN,3.93,5.9,1,1
S13159000033,11.8,NaN,3.93,5.9,1,1
S25027500053,11.79,NaN,7.86,11.79,1,1
S05120700023,11.78,NaN,7.85,11.78,1,1
S19867300159,11.76,NaN,7.84,11.76,1,1
S20851400213,11.76,NaN,1.96,2.94,1,1
S21656900224,11.7,NaN,7.8,11.7,1,1
S25745800062,11.7,NaN,7.8,11.7,1,1
S11797000054,11.49,NaN,7.33,11.49,1,1
S06631000229,11.46,NaN,3.82,5.73,1,1
S23121200016,11.43,NaN,7.62,11.43,1,1
S27656700032,11.43,NaN,7.62,11.43,1,1
S06965400036,11.33,NaN,7.56,11.33,1,1
S07362800038,11.25,NaN,7.5,11.25,1,1
S24435600019,11.25,NaN,7.5,11.25,1,1
S28195100027,11.25,NaN,2.5,3.75,1,1
S13282700068,11.24,NaN,7.5,11.24,1,1
S18287500103,11.24,NaN,3.75,5.62,1,1
S26029200050,11.24,NaN,7.49,11.24,1,1
S04449100083,11.23,NaN,7.49,11.23,1,1
S23424900021,11.21,NaN,7.47,11.21,1,1
S25905800012,11.21,NaN,7.47,11.21,1,1
S27737500015,11.21,NaN,7.47,11.21,1,1
S28995200009,11.21,NaN,7.47,11.21,1,1
S03860800019,11.2,NaN,7.47,11.2,1,1
S07729600031,11.2,NaN,7.47,11.2,1,1
S14000300035,11.2,NaN,7.47,11.2,1,1
S14301700278,11.18,NaN,3.73,5.59,1,1
S19955900152,11.18,NaN,3.73,5.59,1,1
S21686000133,11.13,NaN,7.42,11.13,1,1
S27326400049,11.13,NaN,7.42,11.13,1,1
S10557300018,11.04,NaN,7.36,11.04,1,1
